"FIPS","STATEFP","COUNTYFP","CD115FP"
"3707141","37","141","7"
"3707163","37","163","7"
"3707191","37","191","7"
"3708025","37","25","8"
"3708051","37","51","8"
"3708093","37","93","8"
"3708123","37","123","8"
"3708125","37","125","8"
"3708159","37","159","8"
"3708167","37","167","8"
"3709007","37","7","9"
"3709017","37","17","9"
"3709051","37","51","9"
"3709119","37","119","9"
"3709153","37","153","9"
"3709155","37","155","9"
"3709165","37","165","9"
"3709179","37","179","9"
"3710021","37","21","10"
"3710035","37","35","10"
"3710045","37","45","10"
"3710071","37","71","10"
"3710097","37","97","10"
"3710109","37","109","10"
"3710149","37","149","10"
"3710161","37","161","10"
"3711021","37","21","11"
"3711023","37","23","11"
"3711027","37","27","11"
"3711039","37","39","11"
"3711043","37","43","11"
"3711075","37","75","11"
"3711087","37","87","11"
"3711089","37","89","11"
"3711099","37","99","11"
"3711111","37","111","11"
"3711113","37","113","11"
"3711115","37","115","11"
"3711121","37","121","11"
"3711173","37","173","11"
"3711175","37","175","11"
"3711199","37","199","11"
"3712119","37","119","12"
"3713057","37","57","13"
"3713059","37","59","13"
"3713081","37","81","13"
"3713097","37","97","13"
"3713159","37","159","13"
"3800001","38","1","0"
"3800003","38","3","0"
"3800005","38","5","0"
"3800007","38","7","0"
"3800009","38","9","0"
"3800011","38","11","0"
"3800013","38","13","0"
"3800015","38","15","0"
"3800017","38","17","0"
"3800019","38","19","0"
"3800021","38","21","0"
"3800023","38","23","0"
"3800025","38","25","0"
"3800027","38","27","0"
"3800029","38","29","0"
"3800031","38","31","0"
"3800033","38","33","0"
"3800035","38","35","0"
"3800037","38","37","0"
"3800039","38","39","0"
"3800041","38","41","0"
"3800043","38","43","0"
"3800045","38","45","0"
"3800047","38","47","0"
"3800049","38","49","0"
"3800051","38","51","0"
"3800053","38","53","0"
"3800055","38","55","0"
"3800057","38","57","0"
"3800059","38","59","0"
"3800061","38","61","0"
"3800063","38","63","0"
"3800065","38","65","0"
"3800067","38","67","0"
"3800069","38","69","0"
"3800071","38","71","0"
"3800073","38","73","0"
"3800075","38","75","0"
"3800077","38","77","0"
"3800079","38","79","0"
"3800081","38","81","0"
"3800083","38","83","0"
"3800085","38","85","0"
"3800087","38","87","0"
"3800089","38","89","0"
"3800091","38","91","0"
"3800093","38","93","0"
"3800095","38","95","0"
"3800097","38","97","0"
"3800099","38","99","0"
"3800101","38","101","0"
"3800103","38","103","0"
"3800105","38","105","0"
"3901061","39","61","1"
"3901165","39","165","1"
"3902001","39","1","2"
"3902015","39","15","2"
"3902025","39","25","2"
"3902061","39","61","2"
"3902071","39","71","2"
"3902131","39","131","2"
"3902141","39","141","2"
"3902145","39","145","2"
"3903049","39","49","3"
"3904003","39","3","4"
"3904011","39","11","4"
"3904021","39","21","4"
"3904033","39","33","4"
"3904043","39","43","4"
"3904077","39","77","4"
"3904091","39","91","4"
"3904093","39","93","4"
"3904101","39","101","4"
"3904107","39","107","4"
"3904143","39","143","4"
"3904147","39","147","4"
"3904149","39","149","4"
"3904159","39","159","4"
"3905039","39","39","5"
"3905051","39","51","5"
"3905063","39","63","5"
"3905065","39","65","5"
"3905069","39","69","5"
"3905095","39","95","5"
"3905107","39","107","5"
"3905123","39","123","5"
"3905125","39","125","5"
"3905137","39","137","5"
"3905161","39","161","5"
"3905171","39","171","5"
"3905173","39","173","5"
"3905175","39","175","5"
"3906009","39","9","6"
"3906013","39","13","6"
"3906019","39","19","6"
"3906029","39","29","6"
"3906053","39","53","6"
"3906059","39","59","6"
"3906067","39","67","6"
"3906079","39","79","6"
"3906081","39","81","6"
"3906087","39","87","6"
"3906099","39","99","6"
"3906105","39","105","6"
"3906111","39","111","6"
"3906119","39","119","6"
"3906121","39","121","6"
"3906145","39","145","6"
"3906157","39","157","6"
"3906167","39","167","6"
"3907005","39","5","7"
"3907031","39","31","7"
"3907075","39","75","7"
"3907077","39","77","7"
"3907083","39","83","7"
"3907093","39","93","7"
"3907103","39","103","7"
"3907139","39","139","7"
"3907151","39","151","7"
"3907157","39","157","7"
"3908017","39","17","8"
"3908023","39","23","8"
"3908037","39","37","8"
"3908107","39","107","8"
"3908109","39","109","8"
"3908135","39","135","8"
"3909035","39","35","9"
"3909043","39","43","9"
"3909093","39","93","9"
"3909095","39","95","9"
"3909123","39","123","9"
"3910047","39","47","10"
"3910057","39","57","10"
"3910113","39","113","10"
"3911035","39","35","11"
"3911153","39","153","11"
"3912041","39","41","12"
"3912049","39","49","12"
"3912089","39","89","12"
"3912101","39","101","12"
"3912117","39","117","12"
"3912119","39","119","12"
"3912139","39","139","12"
"3913099","39","99","13"
"3913133","39","133","13"
"3913151","39","151","13"
"3913153","39","153","13"
"3913155","39","155","13"
"3914007","39","7","14"
"3914035","39","35","14"
"3914055","39","55","14"
"3914085","39","85","14"
"3914133","39","133","14"
"3914153","39","153","14"
"3914155","39","155","14"
"3915009","39","9","15"
"3915027","39","27","15"
"3915045","39","45","15"
"3915047","39","47","15"
"3915049","39","49","15"
"3915073","39","73","15"
"3915097","39","97","15"
"3915115","39","115","15"
"3915127","39","127","15"
"3915129","39","129","15"
"3915141","39","141","15"
"3915163","39","163","15"
"3916035","39","35","16"
"3916103","39","103","16"
"3916133","39","133","16"
"3916151","39","151","16"
"3916153","39","153","16"
"3916169","39","169","16"
"4001037","40","37","1"
"4001131","40","131","1"
"4001143","40","143","1"
"4001145","40","145","1"
"4001147","40","147","1"
"4002001","40","1","2"
"4002005","40","5","2"
"4002013","40","13","2"
"4002021","40","21","2"
"4002023","40","23","2"
"4002029","40","29","2"
"4002035","40","35","2"
"4002041","40","41","2"
"4002061","40","61","2"
"4002063","40","63","2"
"4002069","40","69","2"
"4002077","40","77","2"
"4002079","40","79","2"
"4002089","40","89","2"
"4002091","40","91","2"
"4002095","40","95","2"
"4002097","40","97","2"
"4002101","40","101","2"
"4002105","40","105","2"
"4002107","40","107","2"
"4002111","40","111","2"
"4002115","40","115","2"
"4002121","40","121","2"
"4002127","40","127","2"
"4002131","40","131","2"
"4002135","40","135","2"
"4003003","40","3","3"
"4003007","40","7","3"
"4003009","40","9","3"
"4003011","40","11","3"
"4003015","40","15","3"
"4003017","40","17","3"
"4003025","40","25","3"
"4003037","40","37","3"
"4003039","40","39","3"
"4003043","40","43","3"
"4003045","40","45","3"
"4003047","40","47","3"
"4003053","40","53","3"
"4003055","40","55","3"
"4003057","40","57","3"
"4003059","40","59","3"
"4003065","40","65","3"
"4003071","40","71","3"
"4003073","40","73","3"
"4003075","40","75","3"
"4003081","40","81","3"
"4003083","40","83","3"
"4003093","40","93","3"
"4003103","40","103","3"
"4003113","40","113","3"
"4003117","40","117","3"
"4003119","40","119","3"
"4003129","40","129","3"
"4003139","40","139","3"
"4003149","40","149","3"
"4003151","40","151","3"
"4003153","40","153","3"
"4004017","40","17","4"
"4004019","40","19","4"
"4004027","40","27","4"
"4004031","40","31","4"
"4004033","40","33","4"
"4004049","40","49","4"
"4004051","40","51","4"
"4004067","40","67","4"
"4004085","40","85","4"
"4004087","40","87","4"
"4004099","40","99","4"
"4004109","40","109","4"
"4004123","40","123","4"
"4004137","40","137","4"
"4004141","40","141","4"
"4005109","40","109","5"
"4005125","40","125","5"
"4005133","40","133","5"
"4101007","41","7","1"
"4101009","41","9","1"
"4101051","41","51","1"
"4101067","41","67","1"
"4101071","41","71","1"
"4102001","41","1","2"
"4102013","41","13","2"
"4102017","41","17","2"
"4102021","41","21","2"
"4102023","41","23","2"
"4102025","41","25","2"
"4102027","41","27","2"
"4102029","41","29","2"
"4102031","41","31","2"
"4102033","41","33","2"
"4102035","41","35","2"
"4102037","41","37","2"
"4102045","41","45","2"
"4102049","41","49","2"
"4102055","41","55","2"
"4102059","41","59","2"
"4102061","41","61","2"
"4102063","41","63","2"
"4102065","41","65","2"
"4102069","41","69","2"
"4103005","41","5","3"
"4103051","41","51","3"
"4104003","41","3","4"
"4104011","41","11","4"
"4104015","41","15","4"
"4104019","41","19","4"
"4104033","41","33","4"
"4104039","41","39","4"
"4104043","41","43","4"
"4105003","41","3","5"
"4105005","41","5","5"
"4105041","41","41","5"
"4105047","41","47","5"
"4105051","41","51","5"
"4105053","41","53","5"
"4105057","41","57","5"
"4201045","42","45","1"
"4201101","42","101","1"
"4202091","42","91","2"
"4202101","42","101","2"
"4203005","42","5","3"
"4203019","42","19","3"
"4203031","42","31","3"
"4203039","42","39","3"
"4203049","42","49","3"
"4203073","42","73","3"
"4203085","42","85","3"
"4204001","42","1","4"
"4204041","42","41","4"
"4204043","42","43","4"
"4204133","42","133","4"
"4205023","42","23","5"
"4205027","42","27","5"
"4205031","42","31","5"
"4205033","42","33","5"
"4205035","42","35","5"
"4205039","42","39","5"
"4205047","42","47","5"
"4205049","42","49","5"
"4205053","42","53","5"
"4205061","42","61","5"
"4205065","42","65","5"
"4205083","42","83","5"
"4205105","42","105","5"
"4205117","42","117","5"
"4205121","42","121","5"
"4205123","42","123","5"
"4206011","42","11","6"
"4206029","42","29","6"
"4206075","42","75","6"
"4206091","42","91","6"
"4207011","42","11","7"
"4207029","42","29","7"
"4207045","42","45","7"
"4207071","42","71","7"
"4207091","42","91","7"
"4208017","42","17","8"
"4208091","42","91","8"
"4209009","42","9","9"
"4209013","42","13","9"
"4209021","42","21","9"
"4209051","42","51","9"
"4209055","42","55","9"
"4209057","42","57","9"
"4209059","42","59","9"
"4209061","42","61","9"
"4209063","42","63","9"
"4209111","42","111","9"
"4209125","42","125","9"
"4209129","42","129","9"
"4210015","42","15","10"
"4210067","42","67","10"
"4210069","42","69","10"
"4210081","42","81","10"
"4210087","42","87","10"
"4210089","42","89","10"
"4210097","42","97","10"
"4210099","42","99","10"
"4210103","42","103","10"
"4210109","42","109","10"
"4210113","42","113","10"
"4210115","42","115","10"
"4210117","42","117","10"
"4210119","42","119","10"
"4210127","42","127","10"
"4211025","42","25","11"
"4211037","42","37","11"
"4211041","42","41","11"
"4211043","42","43","11"
"4211079","42","79","11"
"4211093","42","93","11"
"4211097","42","97","11"
"4211099","42","99","11"
"4211131","42","131","11"
"4212003","42","3","12"
"4212007","42","7","12"
"4212021","42","21","12"
"4212073","42","73","12"
"4212111","42","111","12"
"4212129","42","129","12"
"4213091","42","91","13"
"4213101","42","101","13"
"4214003","42","3","14"
"4214129","42","129","14"
"4215011","42","11","15"
"4215043","42","43","15"
"4215075","42","75","15"
"4215077","42","77","15"
"4215095","42","95","15"
"4216011","42","11","16"
"4216029","42","29","16"
"4216071","42","71","16"
"4217025","42","25","17"
"4217069","42","69","17"
"4217079","42","79","17"
"4217089","42","89","17"
"4217095","42","95","17"
"4217107","42","107","17"
"4218003","42","3","18"
"4218059","42","59","18"
"4218125","42","125","18"
"4218129","42","129","18"
"4401001","44","1","1"
"4401005","44","5","1"
"4401007","44","7","1"
"4402003","44","3","2"
"4402007","44","7","2"
"4402009","44","9","2"
"4501013","45","13","1"
"4501015","45","15","1"
"4501019","45","19","1"
"4501029","45","29","1"
"4501035","45","35","1"
"4502003","45","3","2"
"4502011","45","11","2"
"4502063","45","63","2"
"4502075","45","75","2"
"4502079","45","79","2"
"4503001","45","1","3"
"4503007","45","7","3"
"4503037","45","37","3"
"4503045","45","45","3"
"4503047","45","47","3"
"4503059","45","59","3"
"4503065","45","65","3"
"4503071","45","71","3"
"4503073","45","73","3"
"4503077","45","77","3"
"4503081","45","81","3"
"4504045","45","45","4"
"4504083","45","83","4"
"4505021","45","21","5"
"4505023","45","23","5"
"4505039","45","39","5"
"4505055","45","55","5"
"4505057","45","57","5"
"4505061","45","61","5"
"4505071","45","71","5"
"4505083","45","83","5"
"4505085","45","85","5"
"4505087","45","87","5"
"4505091","45","91","5"
"4506005","45","5","6"
"4506009","45","9","6"
"4506013","45","13","6"
"4506015","45","15","6"
"4506017","45","17","6"
"4506019","45","19","6"
"4506027","45","27","6"
"4506029","45","29","6"
"4506035","45","35","6"
"4506041","45","41","6"
"4506049","45","49","6"
"4506053","45","53","6"
"4506075","45","75","6"
"4506079","45","79","6"
"4506085","45","85","6"
"4506089","45","89","6"
"4507025","45","25","7"
"4507031","45","31","7"
"4507033","45","33","7"
"4507041","45","41","7"
"4507043","45","43","7"
"4507051","45","51","7"
"4507067","45","67","7"
"4507069","45","69","7"
"4600003","46","3","0"
"4600005","46","5","0"
"4600007","46","7","0"
"4600009","46","9","0"
"4600011","46","11","0"
"4600013","46","13","0"
"4600015","46","15","0"
"4600017","46","17","0"
"4600019","46","19","0"
"4600021","46","21","0"
"4600023","46","23","0"
"4600025","46","25","0"
"4600027","46","27","0"
"4600029","46","29","0"
"4600031","46","31","0"
"4600033","46","33","0"
"4600035","46","35","0"
"4600037","46","37","0"
"4600039","46","39","0"
"4600041","46","41","0"
"4600043","46","43","0"
"4600045","46","45","0"
"4600047","46","47","0"
"4600049","46","49","0"
"4600051","46","51","0"
"4600053","46","53","0"
"4600055","46","55","0"
"4600057","46","57","0"
"4600059","46","59","0"
"4600061","46","61","0"
"4600063","46","63","0"
"4600065","46","65","0"
"4600067","46","67","0"
"4600069","46","69","0"
"4600071","46","71","0"
"4600073","46","73","0"
"4600075","46","75","0"
"4600077","46","77","0"
"4600079","46","79","0"
"4600081","46","81","0"
"4600083","46","83","0"
"4600085","46","85","0"
"4600087","46","87","0"
"4600089","46","89","0"
"4600091","46","91","0"
"4600093","46","93","0"
"4600095","46","95","0"
"4600097","46","97","0"
"4600099","46","99","0"
"4600101","46","101","0"
"4600102","46","102","0"
"4600103","46","103","0"
"4600105","46","105","0"
"4600107","46","107","0"
"4600109","46","109","0"
"4600111","46","111","0"
"4600115","46","115","0"
"4600117","46","117","0"
"4600119","46","119","0"
"4600121","46","121","0"
"4600123","46","123","0"
"4600125","46","125","0"
"4600127","46","127","0"
"4600129","46","129","0"
"4600135","46","135","0"
"4600137","46","137","0"
"4701019","47","19","1"
"4701029","47","29","1"
"4701059","47","59","1"
"4701063","47","63","1"
"4701067","47","67","1"
"4701073","47","73","1"
"4701089","47","89","1"
"4701091","47","91","1"
"4701155","47","155","1"
"4701163","47","163","1"
"4701171","47","171","1"
"4701179","47","179","1"
"4702009","47","9","2"
"4702013","47","13","2"
"4702025","47","25","2"
"4702057","47","57","2"
"4702089","47","89","2"
"4702093","47","93","2"
"4702105","47","105","2"
"4703001","47","1","3"
"4703011","47","11","3"
"4703013","47","13","3"
"4703065","47","65","3"
"4703107","47","107","3"
"4703123","47","123","3"
"4703129","47","129","3"
"4703139","47","139","3"
"4703145","47","145","3"
"4703151","47","151","3"
"4703173","47","173","3"
"4704003","47","3","4"
"4704007","47","7","4"
"4704011","47","11","4"
"4704051","47","51","4"
"4704061","47","61","4"
"4704103","47","103","4"
"4704115","47","115","4"
"4704117","47","117","4"
"4704119","47","119","4"
"4704121","47","121","4"
"4704127","47","127","4"
"4704143","47","143","4"
"4704149","47","149","4"
"4704153","47","153","4"
"4704175","47","175","4"
"4704177","47","177","4"
"4705021","47","21","5"
"4705037","47","37","5"
"4705043","47","43","5"
"4706015","47","15","6"
"4706021","47","21","6"
"4706027","47","27","6"
"4706031","47","31","6"
"4706035","47","35","6"
"4706041","47","41","6"
"4706049","47","49","6"
"4706087","47","87","6"
"4706111","47","111","6"
"4706133","47","133","6"
"4706137","47","137","6"
"4706141","47","141","6"
"4706147","47","147","6"
"4706159","47","159","6"
"4706165","47","165","6"
"4706169","47","169","6"
"4706175","47","175","6"
"4706185","47","185","6"
"4706189","47","189","6"
"4707005","47","5","7"
"4707023","47","23","7"
"4707039","47","39","7"
"4707055","47","55","7"
"4707069","47","69","7"
"4707071","47","71","7"
"4707077","47","77","7"
"4707081","47","81","7"
"4707083","47","83","7"
"4707085","47","85","7"
"4707099","47","99","7"
"4707101","47","101","7"
"4707109","47","109","7"
"4707119","47","119","7"
"4707125","47","125","7"
"4707135","47","135","7"
"4707161","47","161","7"
"4707181","47","181","7"
"4707187","47","187","7"
"4708005","47","5","8"
"4708017","47","17","8"
"4708033","47","33","8"
"4708045","47","45","8"
"4708047","47","47","8"
"4708053","47","53","8"
"4708075","47","75","8"
"4708079","47","79","8"
"4708095","47","95","8"
"4708097","47","97","8"
"4708113","47","113","8"
"4708131","47","131","8"
"4708157","47","157","8"
"4708167","47","167","8"
"4708183","47","183","8"
"4709157","47","157","9"
"4801005","48","5","1"
"4801183","48","183","1"
"4801203","48","203","1"
"4801347","48","347","1"
"4801365","48","365","1"
"4801401","48","401","1"
"4801403","48","403","1"
"4801405","48","405","1"
"4801419","48","419","1"
"4801423","48","423","1"
"4801459","48","459","1"
"4801499","48","499","1"
"4802201","48","201","2"
"4803085","48","85","3"
"4804037","48","37","4"
"4804063","48","63","4"
"4804067","48","67","4"
"4804085","48","85","4"
"4804119","48","119","4"
"4804147","48","147","4"
"4804159","48","159","4"
"4804181","48","181","4"
"4804223","48","223","4"
"4804231","48","231","4"
"4804277","48","277","4"
"4804315","48","315","4"
"4804343","48","343","4"
"4804379","48","379","4"
"4804387","48","387","4"
"4804397","48","397","4"
"4804449","48","449","4"
"4804459","48","459","4"
"4805001","48","1","5"
"4805073","48","73","5"
"4805113","48","113","5"
"4805213","48","213","5"
"4805257","48","257","5"
"4805467","48","467","5"
"4805499","48","499","5"
"4806139","48","139","6"
"4806349","48","349","6"
"4806439","48","439","6"
"4807201","48","201","7"
"4808185","48","185","8"
"4808201","48","201","8"
"4808225","48","225","8"
"4808289","48","289","8"
"4808313","48","313","8"
"4808339","48","339","8"
"4808407","48","407","8"
"4808455","48","455","8"
"4808471","48","471","8"
"4809157","48","157","9"
"4809201","48","201","9"
"4810015","48","15","10"
"4810021","48","21","10"
"4810089","48","89","10"
"4810149","48","149","10"
"4810201","48","201","10"
"4810287","48","287","10"
"4810453","48","453","10"
"4810473","48","473","10"
"4810477","48","477","10"
"4811003","48","3","11"
"4811049","48","49","11"
"4811059","48","59","11"
"4811081","48","81","11"
"4811083","48","83","11"
"4811093","48","93","11"
"4811095","48","95","11"
"4811115","48","115","11"
"4811133","48","133","11"
"4811135","48","135","11"
"4811143","48","143","11"
"4811173","48","173","11"
"4811221","48","221","11"
"4811235","48","235","11"
"4811267","48","267","11"
"4811299","48","299","11"
"4811307","48","307","11"
"4811317","48","317","11"
"4811319","48","319","11"
"4811327","48","327","11"
"4811329","48","329","11"
"4811333","48","333","11"
"4811335","48","335","11"
"4811363","48","363","11"
"4811399","48","399","11"
"4811411","48","411","11"
"4811429","48","429","11"
"4811431","48","431","11"
"4811451","48","451","11"
"4812367","48","367","12"
"4812439","48","439","12"
"4812497","48","497","12"
"4813009","48","9","13"
"4813011","48","11","13"
"4813023","48","23","13"
"4813045","48","45","13"
"4813065","48","65","13"
"4813075","48","75","13"
"4813077","48","77","13"
"4813087","48","87","13"
"4813097","48","97","13"
"4813101","48","101","13"
"4813111","48","111","13"
"4813117","48","117","13"
"4813125","48","125","13"
"4813129","48","129","13"
"4813153","48","153","13"
"4813155","48","155","13"
"4813179","48","179","13"
"4813191","48","191","13"
"4813195","48","195","13"
"4813197","48","197","13"
"4813205","48","205","13"
"4813211","48","211","13"
"4813233","48","233","13"
"4813237","48","237","13"
"4813269","48","269","13"
"4813275","48","275","13"
"4813295","48","295","13"
"4813337","48","337","13"
"4813341","48","341","13"
"4813345","48","345","13"
"4813357","48","357","13"
"4813359","48","359","13"
"4813375","48","375","13"
"4813381","48","381","13"
"4813393","48","393","13"
"4813421","48","421","13"
"4813437","48","437","13"
"4813483","48","483","13"
"4813485","48","485","13"
"4813487","48","487","13"
"4813497","48","497","13"
"4814039","48","39","14"
"4814071","48","71","14"
"4814167","48","167","14"
"4814245","48","245","14"
"4815047","48","47","15"
"4815131","48","131","15"
"4815187","48","187","15"
"4815215","48","215","15"
"4815247","48","247","15"
"4815255","48","255","15"
"4815297","48","297","15"
"4815493","48","493","15"
"4816141","48","141","16"
"4817021","48","21","17"
"4817041","48","41","17"
"4817051","48","51","17"
"4817145","48","145","17"
"4817161","48","161","17"
"4817287","48","287","17"
"4817289","48","289","17"
"4817293","48","293","17"
"4817309","48","309","17"
"4817331","48","331","17"
"4817395","48","395","17"
"4817453","48","453","17"
"4818201","48","201","18"
"4819017","48","17","19"
"4819033","48","33","19"
"4819069","48","69","19"
"4819079","48","79","19"
"4819107","48","107","19"
"4819151","48","151","19"
"4819153","48","153","19"
"4819165","48","165","19"
"4819169","48","169","19"
"4819189","48","189","19"
"4819207","48","207","19"
"4819219","48","219","19"
"4819227","48","227","19"
"4819253","48","253","19"
"4819263","48","263","19"
"4819279","48","279","19"
"4819303","48","303","19"
"4819305","48","305","19"
"4819353","48","353","19"
"4819369","48","369","19"
"4819415","48","415","19"
"4819417","48","417","19"
"4819429","48","429","19"
"4819433","48","433","19"
"4819441","48","441","19"
"4819445","48","445","19"
"4819447","48","447","19"
"4819501","48","501","19"
"4819503","48","503","19"
"4820029","48","29","20"
"4821019","48","19","21"
"4821029","48","29","21"
"4821031","48","31","21"
"4821091","48","91","21"
"4821171","48","171","21"
"4821209","48","209","21"
"4821259","48","259","21"
"4821265","48","265","21"
"4821385","48","385","21"
"4821453","48","453","21"
"4822039","48","39","22"
"4822157","48","157","22"
"4822201","48","201","22"
"4823029","48","29","23"
"4823043","48","43","23"
"4823103","48","103","23"
"4823105","48","105","23"
"4823109","48","109","23"
"4823127","48","127","23"
"4823137","48","137","23"
"4823141","48","141","23"
"4823163","48","163","23"
"4823229","48","229","23"
"4823243","48","243","23"
"4823271","48","271","23"
"4823283","48","283","23"
"4823301","48","301","23"
"4823323","48","323","23"
"4823325","48","325","23"
"4823371","48","371","23"
"4823377","48","377","23"
"4823383","48","383","23"
"4823389","48","389","23"
"4823413","48","413","23"
"4823435","48","435","23"
"4823443","48","443","23"
"4823461","48","461","23"
"4823463","48","463","23"
"4823465","48","465","23"
"4823475","48","475","23"
"4823495","48","495","23"
"4823507","48","507","23"
"4824113","48","113","24"
"4824121","48","121","24"
"4824439","48","439","24"
"4825027","48","27","25"
"4825035","48","35","25"
"4825053","48","53","25"
"4825099","48","99","25"
"4825143","48","143","25"
"4825193","48","193","25"
"4825209","48","209","25"
"4825217","48","217","25"
"4825251","48","251","25"
"4825281","48","281","25"
"4825425","48","425","25"
"4825439","48","439","25"
"4825453","48","453","25"
"4826113","48","113","26"
"4826121","48","121","26"
"4826439","48","439","26"
"4827007","48","7","27"
"4827021","48","21","27"
"4827055","48","55","27"
"4827057","48","57","27"
"4827177","48","177","27"
"4827239","48","239","27"
"4827285","48","285","27"
"4827321","48","321","27"
"4827355","48","355","27"
"4827391","48","391","27"
"4827409","48","409","27"
"4827469","48","469","27"
"4827481","48","481","27"
"4828013","48","13","28"
"4828029","48","29","28"
"4828215","48","215","28"
"4828283","48","283","28"
"4828311","48","311","28"
"4828427","48","427","28"
"4828479","48","479","28"
"4828493","48","493","28"
"4828505","48","505","28"
"4829201","48","201","29"
"4830113","48","113","30"
"4831027","48","27","31"
"4831491","48","491","31"
"4832085","48","85","32"
"4832113","48","113","32"
"4833113","48","113","33"
"4833439","48","439","33"
"4834025","48","25","34"
"4834061","48","61","34"
"4834123","48","123","34"
"4834175","48","175","34"
"4834177","48","177","34"
"4834215","48","215","34"
"4834249","48","249","34"
"4834261","48","261","34"
"4834273","48","273","34"
"4834409","48","409","34"
"4834489","48","489","34"
"4835029","48","29","35"
"4835055","48","55","35"
"4835091","48","91","35"
"4835187","48","187","35"
"4835209","48","209","35"
"4835453","48","453","35"
"4836071","48","71","36"
"4836199","48","199","36"
"4836201","48","201","36"
"4836241","48","241","36"
"4836291","48","291","36"
"4836351","48","351","36"
"4836361","48","361","36"
"4836373","48","373","36"
"4836457","48","457","36"
"4901003","49","3","1"
"4901005","49","5","1"
"4901009","49","9","1"
"4901011","49","11","1"
"4901013","49","13","1"
"4901029","49","29","1"
"4901033","49","33","1"
"4901043","49","43","1"
"4901047","49","47","1"
"4901057","49","57","1"
"4902001","49","1","2"
"4902011","49","11","2"
"4902017","49","17","2"
"4902021","49","21","2"
"4902023","49","23","2"
"4902025","49","25","2"
"4902027","49","27","2"
"4902031","49","31","2"
"4902035","49","35","2"
"4902039","49","39","2"
"4902041","49","41","2"
"4902045","49","45","2"
"4902053","49","53","2"
"4902055","49","55","2"
"4903007","49","7","3"
"4903015","49","15","3"
"4903019","49","19","3"
"4903035","49","35","3"
"4903037","49","37","3"
"4903049","49","49","3"
"4903051","49","51","3"
"4904023","49","23","4"
"4904035","49","35","4"
"4904039","49","39","4"
"4904049","49","49","4"
"5000001","50","1","0"
"5000003","50","3","0"
"5000005","50","5","0"
"5000007","50","7","0"
"5000009","50","9","0"
"5000011","50","11","0"
"5000013","50","13","0"
"5000015","50","15","0"
"5000017","50","17","0"
"5000019","50","19","0"
"5000021","50","21","0"
"5000023","50","23","0"
"5000025","50","25","0"
"5000027","50","27","0"
"5101033","51","33","1"
"5101057","51","57","1"
"5101061","51","61","1"
"5101073","51","73","1"
"5101085","51","85","1"
"5101095","51","95","1"
"5101097","51","97","1"
"5101099","51","99","1"
"5101101","51","101","1"
"5101103","51","103","1"
"5101115","51","115","1"
"5101119","51","119","1"
"5101127","51","127","1"
"5101133","51","133","1"
"5101153","51","153","1"
"5101159","51","159","1"
"5101177","51","177","1"
"5101179","51","179","1"
"5101193","51","193","1"
"5101630","51","630","1"
"5102001","51","1","2"
"5102095","51","95","2"
"5102131","51","131","2"
"5102199","51","199","2"
"5102650","51","650","2"
"5102710","51","710","2"
"5102735","51","735","2"
"5102810","51","810","2"
"5102830","51","830","2"
"5103093","51","93","3"
"5103550","51","550","3"
"5103620","51","620","3"
"5103650","51","650","3"
"5103700","51","700","3"
"5103710","51","710","3"
"5103740","51","740","3"
"5103800","51","800","3"
"5104036","51","36","4"
"5104041","51","41","4"
"5104053","51","53","4"
"5104081","51","81","4"
"5104087","51","87","4"
"5104149","51","149","4"
"5104175","51","175","4"
"5104181","51","181","4"
"5104183","51","183","4"
"5104550","51","550","4"
"5104570","51","570","4"
"5104595","51","595","4"
"5104670","51","670","4"
"5104730","51","730","4"
"5104760","51","760","4"
"5104800","51","800","4"
"5105003","51","3","5"
"5105011","51","11","5"
"5105019","51","19","5"
"5105025","51","25","5"
"5105029","51","29","5"
"5105031","51","31","5"
"5105037","51","37","5"
"5105049","51","49","5"
"5105061","51","61","5"
"5105065","51","65","5"
"5105067","51","67","5"
"5105079","51","79","5"
"5105083","51","83","5"
"5105089","51","89","5"
"5105111","51","111","5"
"5105113","51","113","5"
"5105117","51","117","5"
"5105125","51","125","5"
"5105143","51","143","5"
"5105147","51","147","5"
"5105157","51","157","5"
"5105540","51","540","5"
"5105590","51","590","5"
"5106009","51","9","6"
"5106015","51","15","6"
"5106017","51","17","6"
"5106019","51","19","6"
"5106023","51","23","6"
"5106091","51","91","6"
"5106139","51","139","6"
"5106161","51","161","6"
"5106163","51","163","6"
"5106165","51","165","6"
"5106171","51","171","6"
"5106187","51","187","6"
"5106530","51","530","6"
"5106660","51","660","6"
"5106678","51","678","6"
"5106680","51","680","6"
"5106770","51","770","6"
"5106790","51","790","6"
"5106820","51","820","6"
"5107007","51","7","7"
"5107041","51","41","7"
"5107047","51","47","7"
"5107075","51","75","7"
"5107087","51","87","7"
"5107109","51","109","7"
"5107135","51","135","7"
"5107137","51","137","7"
"5107145","51","145","7"
"5107177","51","177","7"
"5108013","51","13","8"
"5108059","51","59","8"
"5108510","51","510","8"
"5108610","51","610","8"
"5109005","51","5","9"
"5109021","51","21","9"
"5109027","51","27","9"
"5109035","51","35","9"
"5109045","51","45","9"
"5109051","51","51","9"
"5109063","51","63","9"
"5109071","51","71","9"
"5109077","51","77","9"
"5109089","51","89","9"
"5109105","51","105","9"
"5109121","51","121","9"
"5109141","51","141","9"
"5109155","51","155","9"
"5109161","51","161","9"
